idc,udc,uneg,upos,ineg,ipos
6.64948937,16.1355323,0.0090722999999997,0.0135547000000003,0.0360493699999997,0.0584040300000002
16.8743007,16.8607484,0.00837939999999904,0.00515359999999987,0.1243807,0.156106300000001
27.2019195,17.2621367,0.00237070000000372,0.0038002999999982,0.166272499999994,0.160360500000003
37.992228375,17.560238375,0.0208273749999961,0.0719546250000036,0.617488375000001,2.664718625
48.2829056666667,17.7809002222222,0.015759222222222,0.0696647777777777,0.739951666666663,2.88114133333333
58.5786647777778,17.9672608888889,0.0150368888888899,0.0698421111111074,0.699490777777783,3.30231522222222
68.67440525,18.126136625,0.0080526249999977,0.00688837500000261,0.276611250000002,0.210094749999996
79.3008292222222,18.2810818888889,0.0205218888888901,0.0664141111111078,0.879035222222214,3.81065077777778
89.7142757777778,18.4151484444444,0.0215324444444427,0.0600985555555553,0.560415777777806,3.4529442222222
100.169544666667,18.5387256666667,0.0211476666666677,0.0636233333333323,0.76959766666667,3.49178533333334
110.274781111111,18.6531003333333,0.0247683333333377,0.0593526666666619,0.840021111111113,3.59801888888889
120.243805,18.75439175,0.0186617499999997,0.0196632500000007,0.667505000000006,0.46813499999999
130.934704444444,18.8610632222222,0.0212922222222254,0.019631777777775,1.02436444444442,3.71147555555558
140.57066875,18.9579955,0.0200285000000022,0.0203534999999988,0.469758750000011,0.522401250000001
151.1109425,19.051603125,0.0187971249999954,0.0205028750000054,0.277242500000028,0.228207499999968
161.963536666667,19.1469638888889,0.0248408888888925,0.0218211111111088,1.00273666666666,3.51173333333332
172.10186,19.239686,0.0266209999999987,0.049272000000002,0.749329999999986,3.45077000000001
182.0937075,19.31825675,0.0237777500000007,0.0255912500000015,0.566477500000019,0.591532499999971
192.54527875,19.396897,0.0206780000000002,0.0181880000000021,0.911128749999989,0.716271250000005
202.5001525,19.478325125,0.0203671249999999,0.0171998749999993,0.707162499999981,0.510677500000014
212.4750275,19.553771375,0.0197043749999999,0.0180796249999986,0.51239750000002,0.497072500000002
223.48668375,19.630435875,0.0184188749999983,0.0177411250000006,0.759533750000003,1.43749625000001
233.33194875,19.702160375,0.0185803750000026,0.0206106249999998,0.394058749999971,0.60027125000002
244.27564375,19.77502225,0.0147912499999983,0.0172547499999993,1.07435374999997,1.49689625000002
254.4208625,19.84509575,0.0187157500000019,0.0192842499999983,0.727632499999999,0.687067500000012
264.892628888889,19.9162877777778,0.0265737777777773,0.04315022222222,1.7363588888889,2.24454111111112
275.075651111111,19.98322,0.0302779999999991,0.0427999999999997,1.52549111111108,2.52101888888893
285.324865,20.044425125,0.0242511249999957,0.0208948750000033,0.393695000000037,0.78089499999993
295.53290875,20.109248125,0.0266061250000007,0.0252528749999996,0.928168749999998,0.499501250000037
306.531652222222,20.1813187777778,0.0364247777777749,0.0543002222222242,1.11482222222219,2.60795777777781
316.558948888889,20.2435946666667,0.0370986666666653,0.0437743333333351,1.77713888888883,2.98321111111119
327.102896666667,20.3058463333333,0.0385063333333306,0.0489716666666702,0.927106666666646,2.41783333333336
336.77382625,20.363614125,0.0299081250000022,0.0382978749999978,0.719696250000027,0.963943749999999
347.39511625,20.4265965,0.0346444999999989,0.0363765000000029,1.14321624999997,0.854073750000055
357.7236675,20.488185125,0.038637125000001,0.041261875,0.925007500000049,1.78828249999998
368.10179875,20.5488265,0.0438465000000008,0.0403824999999998,1.71175875000006,2.19703124999995
378.566436666667,20.6088407777778,0.0416097777777793,0.0416452222222219,0.998726666666698,2.02461333333332
388.562551111111,20.6825322222222,0.0514252222222247,0.0591117777777761,1.08333111111114,1.91766888888884
399.092135,20.733321625,0.0381226249999997,0.041235375000003,0.596754999999973,1.22028499999999
409.2952175,20.793813875,0.043508874999997,0.0438601250000019,1.61081750000005,1.02677249999999
418.932478888889,20.8587376666667,0.0471546666666711,0.0429203333333312,1.13612888888889,1.49930111111109
429.899762222222,20.918319,0.052063000000004,0.0562019999999954,1.85229222222233,2.18917777777767
439.86976125,20.9638565,0.0446595000000016,0.0437934999999996,1.80766125000008,2.46525874999992
450.548285,21.022942,0.035537999999999,0.0314779999999999,0.306984999999941,0.465975000000014
460.75975,21.079455625,0.0288256249999996,0.0318023749999981,0.909780000000012,0.502029999999991
471.36292625,21.13431825,0.0299892499999999,0.0281487499999997,1.48391624999999,2.13213375000004
481.35447,21.1871993333333,0.0276553333333354,0.0316726666666654,1.95979999999992,2.19342000000006
492.24849125,21.240132625,0.0194196249999976,0.0236693750000008,1.22335125000001,0.901578749999999
501.997899,21.2978943,0.0266222999999997,0.0185236999999994,1.12035900000006,1.02691099999993
